"user_text","user_audio","assistant_text","asr_text"
"I want to hear Duke Ellington","00101.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>I'm Not Idle</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Duke Ellington","00102.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Title</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Johann Sebastian Bach","00103.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Yohann Sebastian Bach</artist><title>Gbar</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Johann Sebastian Bach","00104.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Title</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Post Malone","00105.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Post</artist><title>Alone</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Post Malone","00106.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title>Title</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Get me music by Ricchi e Povery","00107.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rikky</artist><title>Epoubere</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Get me music by Ricchi e Povery","00108.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rikshi</artist><title>Music</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Spin up music by Bad Bunny","00109.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Mestizaje</title><genre>Cumbia</genre><album>La Noche de Bohemia</album></arguments></tool_call><end_of_turn>"
"Spin up music by Bad Bunny","00110.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Call Me</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Coldplay","00111.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>COLDPLAY</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Coldplay","00112.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Title</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Begin Adele","00113.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title>Round</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Begin Adele","00114.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title>Creepin</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play music by Rihanna","00115.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Ishuwaamrais</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play music by Rihanna","00116.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Rihanna</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Billie Holiday","00117.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>No Shame Down in New Orleans</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Billie Holiday","00118.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title></title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play Shakira","00119.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Shakira</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Shakira</artist><title>No More Days</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play Shakira","00120.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Shakira</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Shakira</artist><title>Shakira</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Jimi Hendrix","00121.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>A Walk to Remember</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Jimi Hendrix","00122.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimmy Hendrix</artist><title>something</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Billie Eilish","00123.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Title</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Billie Eilish","00124.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Ranch</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up Dua Lipa","00125.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Queue up Dua Lipa","00126.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Dua Lipa</artist><title>Leap</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Daft Punk","00127.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Rocher</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Daft Punk","00128.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GAST PUNK</genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Johann Sebastian Bach","00129.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Ave Maria</title><genre>Classical</genre><album></album></arguments></tool_call><end_of_turn>"
"Play something from Johann Sebastian Bach","00130.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title></title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>J. S. Bach</artist><title>Rondo</title><genre>Classical</genre><album></album></arguments></tool_call><end_of_turn>"
